data.name,model,model.N,model.epsilon_theta,model.d_h,model.T_h,model.T_p,model.sample_strategy,model.sample_steps,model.beta_end,n_samples,epoch,best_epoch,batch_size,lr,wd,early_stop,is_test,log_time,mae,rmse,mape,crps,mis,time,model_path,log_path,imputation_path
HAR,UGnet,200,UGnet,32,128,0,ddim_multi,40,0.1,8,20,19,16,0.002,1e-05,5,False,13:51:4,0.8898689324880206,3.01591398166537,127.01139721403271,0.12002813185407825,10.947096743695939,4428.316850802992,/home/ec2-user/SageMaker/output/HAR_forearm/model/UGnet+32+200+quad+0.1+200+ddpm+128+8+True+HAR+0.0+False+False+0.002+16N-200+T_h-128+T_p-0+epsilon_theta-UGnet.dm4stg,/home/ec2-user/SageMaker/output/HAR_forearm/log//UGnet+32+200+quad+0.1+200+ddpm+128+8+True+HAR+0.0+False+False+0.002+16.log,/home/ec2-user/SageMaker/output/HAR_forearm/imputations/
